# Field minima and maxima
# Time          	field           	min             	location(min)   	max             	location(max)   
1.33234         	p               	-6.56688432e+00	(1.16906648e+00 1.03340805e+00 -1.44270687e-17)	1.71036123e+00	(2.16185168e+00 -4.06192748e-02 1.52453231e-17)
1.36148         	U               	(1.44190059e+00 -1.52623834e+00 -1.96550534e-18)	(2.19046346e+00 6.96794601e-01 2.00320944e-17)	(3.77609343e+00 7.46289279e-01 2.17113291e-18)	(7.34019069e-01 1.44381793e+00 0.00000000e+00)
1.36148         	p               	-6.55885737e+00	(1.19061316e+00 1.03340805e+00 0.00000000e+00)	1.62348396e+00	(2.18339830e+00 -4.06192713e-02 -1.44645253e-17)
1.39138         	U               	(1.62228331e+00 -1.48052831e+00 -2.09105349e-18)	(2.27635994e+00 7.40583980e-01 0.00000000e+00)	(3.98986172e+00 6.38930205e-01 2.76099100e-18)	(9.07631922e-01 1.30751899e+00 1.71175761e-17)
1.39138         	p               	-6.55695851e+00	(1.21252377e+00 1.03340805e+00 -2.65058520e-17)	1.53710367e+00	(-1.63424469e-01 5.23569012e-02 0.00000000e+00)
1.42161         	U               	(1.76305873e+00 -1.40040959e+00 -1.82723500e-18)	(2.36418667e+00 7.86000538e-01 0.00000000e+00)	(3.87835779e+00 8.38208609e-01 2.62110659e-18)	(8.03332401e-01 1.36212070e+00 0.00000000e+00)
1.42161         	p               	-6.55370319e+00	(1.23446199e+00 1.03340805e+00 2.57231308e-17)	1.54207071e+00	(-1.41571455e-01 5.23569913e-02 2.68297788e-17)
1.45189         	U               	(4.77790625e-01 -1.59366711e+00 -2.03171687e-18)	(2.24268205e+00 1.21582637e-01 -1.28787880e-17)	(3.72194419e+00 1.04911518e+00 2.82248872e-18)	(7.19386221e-01 1.32795546e+00 -2.47412648e-17)
1.45189         	p               	-6.54729813e+00	(1.25621226e+00 1.03340805e+00 -1.36443499e-17)	1.54724326e+00	(-1.19841550e-01 5.23567124e-02 2.68272705e-17)
1.48227         	U               	(1.19441185e+00 -1.33132807e+00 -2.94911237e-18)	(2.04795915e+00 7.49835084e-01 1.24767626e-17)	(3.62871981e+00 6.84709080e-01 2.71140331e-18)	(7.93946024e-01 1.52855103e+00 0.00000000e+00)
1.48227         	p               	-6.54276734e+00	(1.27780726e+00 1.03340805e+00 1.44271865e-17)	1.55282414e+00	(-9.83397741e-02 5.23570114e-02 0.00000000e+00)
1.51269         	U               	(4.27658147e-01 -1.48022890e+00 -9.05605093e-19)	(2.28566914e+00 1.21582627e-01 0.00000000e+00)	(4.06083893e+00 3.82905059e-01 2.26503463e-18)	(1.08581490e+00 1.40459689e+00 -7.79356668e-18)
1.51269         	p               	-6.53748534e+00	(1.29919708e+00 1.03340805e+00 2.80715739e-17)	1.55829932e+00	(-7.70147079e-02 5.23568561e-02 0.00000000e+00)
1.54322         	U               	(1.96065178e+00 -1.66671685e+00 -1.50227817e-18)	(2.28770132e-01 -8.25016961e-01 0.00000000e+00)	(3.71287772e+00 6.61212831e-01 3.97524912e-18)	(1.03240291e+00 1.23018910e+00 -2.04444239e-17)
1.54322         	p               	-6.53089958e+00	(1.32043546e+00 1.03340805e+00 0.00000000e+00)	1.56438392e+00	(-5.58180592e-02 5.23569077e-02 2.83628141e-17)
1.57381         	U               	(1.75904693e+00 -1.42242506e+00 -2.06340792e-18)	(2.47099199e+00 7.86000402e-01 0.00000000e+00)	(3.97877335e+00 1.34462048e-01 2.04367815e-18)	(1.23294319e+00 1.49714233e+00 0.00000000e+00)
1.57381         	p               	-6.52569750e+00	(1.34146800e+00 1.03340805e+00 0.00000000e+00)	1.57057449e+00	(-3.48093223e-02 5.23567905e-02 -1.83858007e-17)
1.60424         	U               	(1.84248009e+00 -1.58205895e+00 -2.66840718e-18)	(2.23940982e+00 8.50887984e-01 -1.00413994e-17)	(3.93053991e+00 3.69031773e-01 2.80148877e-18)	(1.13584344e+00 1.48871951e+00 -2.28149159e-17)
1.60424         	p               	-6.51867089e+00	(1.36213874e+00 1.03340806e+00 1.36444629e-17)	1.57744682e+00	(-1.42727091e-02 5.23568331e-02 0.00000000e+00)
1.63444         	U               	(1.48689928e+00 -1.42922729e+00 -1.76735973e-18)	(2.20534038e+00 7.99439816e-01 1.10058894e-17)	(4.04748468e+00 4.16149138e-01 5.33179387e-18)	(1.16879417e+00 1.40459693e+00 0.00000000e+00)
1.63444         	p               	-6.51092846e+00	(1.38241560e+00 1.03340805e+00 -1.36444564e-17)	1.58405923e+00	(6.00274536e-03 5.23567547e-02 -8.40497269e-18)
1.6645          	U               	(1.36642575e+00 -1.42308921e+00 -1.91969819e-18)	(4.35168644e-01 -7.29286041e-01 2.14853000e-17)	(3.96252758e+00 6.60620046e-01 1.83817873e-18)	(1.07879274e+00 1.38772259e+00 0.00000000e+00)
1.6645          	p               	-6.50215284e+00	(1.40235638e+00 1.03340805e+00 2.65061763e-17)	1.59153820e+00	(2.58833797e-02 5.23568419e-02 0.00000000e+00)
1.69436         	U               	(1.55543121e+00 -1.48072386e+00 -2.06342501e-18)	(2.36343441e+00 7.76278613e-01 -1.04213440e-17)	(3.95841712e+00 6.67007398e-01 2.10424834e-18)	(1.09840102e+00 1.38772259e+00 0.00000000e+00)
1.69436         	p               	-6.49248836e+00	(1.42191115e+00 1.03340805e+00 -1.44272527e-17)	1.59895829e+00	(4.54320283e-02 5.23567590e-02 0.00000000e+00)
1.72406         	U               	(1.50392018e+00 -1.57464691e+00 -1.77255510e-18)	(3.54752833e-01 -6.96794151e-01 -1.00969254e-17)	(3.83295821e+00 6.07198345e-01 1.66324278e-18)	(1.09828206e+00 1.47090650e+00 3.05683378e-17)
1.72406         	p               	-6.48144801e+00	(1.44111853e+00 1.03340805e+00 1.28617056e-17)	1.60700591e+00	(6.46233048e-02 5.23568498e-02 0.00000000e+00)
1.75356         	U               	(1.75298792e+00 -1.43355561e+00 -1.73398186e-18)	(2.58924235e+00 7.86000421e-01 0.00000000e+00)	(3.82594749e+00 8.92475760e-01 6.98327510e-18)	(1.02829747e+00 1.36212078e+00 -3.25230299e-17)
1.75356         	p               	-6.46894047e+00	(1.45994623e+00 1.03340805e+00 -1.28616847e-17)	1.61523070e+00	(8.34722307e-02 5.23567007e-02 -1.68039006e-17)
1.7829          	U               	(1.51347048e+00 -1.58165034e+00 -1.70404540e-18)	(3.92044219e-01 -6.96794178e-01 -4.89171358e-17)	(3.96761260e+00 7.40000444e-01 2.89000101e-18)	(1.17306233e+00 1.30751907e+00 0.00000000e+00)
1.7829          	p               	-6.45930683e+00	(1.47842520e+00 1.03340805e+00 2.80717656e-17)	1.62400037e+00	(1.01920361e-01 5.23567911e-02 0.00000000e+00)
1.81204         	U               	(1.74976991e+00 -1.43431220e+00 -1.58842959e-18)	(2.62582564e+00 7.86000427e-01 -2.55621639e-17)	(3.76376210e+00 3.74801446e-01 3.56171925e-18)	(1.25678890e+00 1.57596809e+00 1.52387605e-17)
1.81204         	p               	-6.44969456e+00	(1.49652910e+00 1.03340806e+00 0.00000000e+00)	1.63298715e+00	(1.20043604e-01 5.23566587e-02 1.83658639e-17)
1.84102         	U               	(1.48989532e+00 -1.39351235e+00 -3.20304397e-18)	(2.45577777e+00 7.76278646e-01 0.00000000e+00)	(3.89989558e+00 4.24755528e-01 2.20112635e-18)	(1.28786952e+00 1.48871964e+00 1.41672886e-17)
1.84102         	p               	-6.43827126e+00	(1.51428576e+00 1.03340806e+00 0.00000000e+00)	1.64272074e+00	(1.37734082e-01 5.23566949e-02 0.00000000e+00)
1.8698          	U               	(2.01571988e+00 -1.50954073e+00 -2.64366666e-18)	(2.59529713e+00 8.75567218e-01 3.35575072e-17)	(3.93093956e+00 7.03687803e-01 1.72846320e-18)	(1.20813294e+00 1.38772267e+00 0.00000000e+00)
1.8698          	p               	-6.42732779e+00	(1.53167155e+00 1.03340806e+00 2.72889187e-17)	1.65310316e+00	(1.55147004e-01 5.23565991e-02 0.00000000e+00)
1.89843         	U               	(1.51102649e+00 -1.39456901e+00 -1.93563208e-18)	(2.61216839e+00 7.40583901e-01 4.70064369e-17)	(4.04886576e+00 5.25662654e-01 3.14149192e-18)	(1.34681441e+00 1.32348853e+00 0.00000000e+00)
1.89843         	p               	-6.41654316e+00	(1.54871485e+00 1.03340807e+00 0.00000000e+00)	1.66361358e+00	(1.72138600e-01 5.23566633e-02 -1.83575414e-17)
1.92685         	U               	(1.44132446e+00 -1.50073265e+00 -2.76530291e-18)	(5.98174684e-01 -7.29286058e-01 -2.06979468e-17)	(3.63687228e+00 1.08963217e+00 4.41792126e-18)	(1.02799899e+00 1.32795562e+00 1.70001638e-17)
1.92685         	p               	-6.39881477e+00	(1.56539596e+00 1.03340807e+00 0.00000000e+00)	1.67480499e+00	(1.88864072e-01 5.23565831e-02 0.00000000e+00)
1.95514         	U               	(1.46004091e+00 -1.12124279e+00 -1.67984699e-18)	(2.33922315e+00 8.64881068e-01 0.00000000e+00)	(3.83378682e+00 1.00141946e+00 6.66133928e-18)	(1.17451280e+00 1.28335078e+00 0.00000000e+00)
1.95514         	p               	-6.38194654e+00	(1.58174065e+00 1.03340808e+00 0.00000000e+00)	1.68671577e+00	(2.05145089e-01 5.23566417e-02 1.83557592e-17)
1.98323         	U               	(1.72923797e+00 -1.54771874e+00 -2.84198404e-18)	(4.43844752e-01 -7.40583387e-01 -2.67999270e-17)	(3.78465987e+00 6.50234937e-01 1.71124228e-18)	(1.25499982e+00 1.47090673e+00 0.00000000e+00)
1.98323         	p               	-6.36549604e+00	(1.59773048e+00 1.03340808e+00 0.00000000e+00)	1.69898198e+00	(2.21180481e-01 5.23565708e-02 0.00000000e+00)
2.01118         	U               	(1.32020552e+00 -1.48372252e+00 -1.12514157e-18)	(4.75317432e-01 -6.12938815e-01 2.09355425e-17)	(4.09488498e+00 3.10475259e-01 3.73778870e-18)	(1.51595659e+00 1.33115705e+00 -3.60158529e-17)
2.01118         	p               	-6.34666683e+00	(1.61339169e+00 1.03340809e+00 0.00000000e+00)	1.71367865e+00	(3.17291619e-01 4.92598034e-02 -2.94751593e-17)
2.03895         	U               	(1.25413675e+00 -1.46532350e+00 -1.48185212e-18)	(6.06927639e-01 -6.54573945e-01 -2.14385585e-17)	(3.94918246e+00 8.01319389e-01 2.23861078e-18)	(1.32343521e+00 1.30751927e+00 0.00000000e+00)
2.03895         	p               	-6.32465692e+00	(1.62870720e+00 1.03340809e+00 0.00000000e+00)	1.72922757e+00	(3.32630967e-01 4.92597382e-02 -1.93926876e-17)
2.06658         	U               	(1.44851660e+00 -1.32669797e+00 -1.49581026e-18)	(2.70728179e+00 7.40583876e-01 0.00000000e+00)	(3.84121153e+00 5.78320165e-01 3.89799195e-18)	(1.45291716e+00 1.24528613e+00 0.00000000e+00)
2.06658         	p               	-6.30155389e+00	(1.64369634e+00 1.03340809e+00 1.36444091e-17)	1.74561383e+00	(3.47598587e-01 4.92598137e-02 1.00858398e-17)
2.09403         	U               	(1.43177527e+00 -1.30364905e+00 -1.71060210e-18)	(2.84620503e+00 6.91464996e-01 0.00000000e+00)	(3.79415566e+00 8.25739172e-01 4.18452879e-18)	(1.37026939e+00 1.23018934e+00 0.00000000e+00)
2.09403         	p               	-6.27627238e+00	(1.65834788e+00 1.03340809e+00 0.00000000e+00)	1.76229654e+00	(3.62278440e-01 4.92597481e-02 2.94813038e-17)
2.12136         	U               	(1.81782913e+00 -1.31194022e+00 -1.12696095e-18)	(3.00606968e+00 7.75935150e-01 0.00000000e+00)	(3.79782373e+00 8.33580353e-01 2.76978863e-18)	(1.38458862e+00 1.23018938e+00 0.00000000e+00)
2.12136         	p               	-6.24936583e+00	(1.67268431e+00 1.03340810e+00 0.00000000e+00)	1.77990148e+00	(3.76595176e-01 4.92598159e-02 1.00864468e-17)
2.14852         	U               	(1.34365859e+00 -1.48254366e+00 -1.15115361e-18)	(5.48655893e-01 -6.12938803e-01 9.29751833e-18)	(3.96661104e+00 5.46718607e-01 2.07275838e-18)	(1.47315550e+00 1.40459728e+00 8.57247217e-18)
2.14852         	p               	-6.22215021e+00	(1.68669290e+00 1.03340809e+00 0.00000000e+00)	1.79774234e+00	(3.90632879e-01 4.92597519e-02 -1.00883610e-17)
2.17557         	U               	(1.29665049e+00 -1.51162431e+00 -2.41682050e-18)	(6.78622003e-01 -6.54573907e-01 2.14397431e-17)	(3.95951892e+00 5.52715903e-01 3.12288327e-18)	(1.48684249e+00 1.40459731e+00 7.79136728e-18)
2.17557         	p               	-6.19269227e+00	(1.70039526e+00 1.03340810e+00 0.00000000e+00)	1.81677672e+00	(4.04319038e-01 4.92597819e-02 -1.00873667e-17)
2.20247         	U               	(1.08740230e+00 -1.40236104e+00 -3.35374155e-18)	(6.43553297e-01 -5.75773430e-01 -2.14108929e-17)	(3.85061588e+00 7.54745617e-01 2.97063055e-18)	(1.39045252e+00 1.38772287e+00 0.00000000e+00)
2.20247         	p               	-6.16172968e+00	(1.71378033e+00 1.03340809e+00 0.00000000e+00)	1.83607946e+00	(4.17739603e-01 4.92597324e-02 -2.01793074e-17)
2.22924         	U               	(1.69097342e+00 -1.39346793e+00 -1.76838412e-18)	(2.85645538e+00 7.86000397e-01 0.00000000e+00)	(3.94467078e+00 5.64371648e-01 3.63593286e-18)	(1.51329852e+00 1.40459730e+00 0.00000000e+00)
2.22924         	p               	-6.12931002e+00	(1.72685426e+00 1.03340810e+00 0.00000000e+00)	1.85630081e+00	(4.30787386e-01 4.92598243e-02 -1.93941016e-17)
2.25581         	U               	(1.10261514e+00 -1.41499303e+00 -9.94973574e-19)	(6.69369924e-01 -5.75773412e-01 -5.39217489e-17)	(3.80953160e+00 8.67907542e-01 2.23730998e-18)	(1.45154876e+00 1.23018934e+00 2.98827773e-17)
2.25581         	p               	-6.09620447e+00	(1.65834979e+00 1.03340809e+00 -7.82175900e-19)	1.87670614e+00	(4.43557678e-01 4.92597740e-02 0.00000000e+00)
2.28222         	U               	(1.56117273e+00 -1.62384356e+00 -1.52613601e-18)	(7.84809588e-01 -7.29285996e-01 0.00000000e+00)	(3.86259089e+00 4.17670591e-01 2.11428324e-18)	(1.65949424e+00 1.25259751e+00 1.97757649e-17)
2.28222         	p               	-6.06301285e+00	(1.67076995e+00 1.03340809e+00 -1.36405349e-17)	1.89811370e+00	(4.55949575e-01 4.92598434e-02 -9.30662952e-18)
2.30844         	U               	(1.11714233e+00 -1.42771863e+00 -1.80757959e-18)	(6.93886016e-01 -5.75773407e-01 0.00000000e+00)	(3.76065993e+00 1.03264315e+00 1.43074247e-18)	(1.35705415e+00 1.28335081e+00 1.70635620e-17)
2.30844         	p               	-6.02869294e+00	(1.68286011e+00 1.03340809e+00 0.00000000e+00)	1.91958702e+00	(4.68077004e-01 4.92597935e-02 1.00908677e-17)
2.33452         	U               	(1.31616288e+00 -1.25714023e+00 -2.84645960e-18)	(2.96385146e+00 6.91464835e-01 0.00000000e+00)	(3.80970127e+00 8.86347684e-01 2.32471877e-18)	(1.48782652e+00 1.23018937e+00 -2.04420643e-17)
2.33452         	p               	-5.99291775e+00	(1.69464604e+00 1.03340809e+00 -7.82176090e-19)	1.94206580e+00	(4.79838929e-01 4.92598549e-02 1.00893539e-17)
2.360403        	U               	(9.46642965e-01 -1.02573455e+00 -1.07537765e-18)	(2.90599316e+00 6.51485815e-01 0.00000000e+00)	(3.63328641e+00 2.86227893e-01 3.21575961e-18)	(1.66555371e+00 1.67569337e+00 0.00000000e+00)
2.360403        	p               	-5.95618260e+00	(1.70610949e+00 1.03340809e+00 -4.01395169e-17)	1.96458006e+00	(4.91338756e-01 4.92598135e-02 -7.81812263e-19)
2.38613         	U               	(1.27906605e+00 -1.23731501e+00 -1.20798355e-18)	(2.98653743e+00 6.91464838e-01 0.00000000e+00)	(3.95828604e+00 6.58897490e-01 2.06091332e-18)	(1.59682725e+00 1.32348861e+00 0.00000000e+00)
2.38613         	p               	-5.91823656e+00	(1.71726787e+00 1.03340809e+00 -2.64989663e-17)	1.98904685e+00	(5.02502074e-01 -4.92596715e-02 0.00000000e+00)
2.41167         	U               	(1.80686836e+00 -1.40827942e+00 -2.39868427e-18)	(3.14316450e+00 7.75935042e-01 0.00000000e+00)	(3.85048641e+00 6.91262564e-01 2.41817337e-18)	(1.61868945e+00 1.24528607e+00 0.00000000e+00)
2.41167         	p               	-5.87955060e+00	(1.72811291e+00 1.03340808e+00 0.00000000e+00)	2.01408945e+00	(5.13378507e-01 -4.92597048e-02 2.01875075e-17)
2.437049        	U               	(1.55747816e+00 -1.36646862e+00 -1.08653516e-18)	(3.07968505e+00 7.32929532e-01 -3.07156554e-17)	(3.90511366e+00 1.98249256e-01 1.32865626e-18)	(1.82942004e+00 1.49714264e+00 2.29546842e-17)
2.437049        	p               	-5.83899989e+00	(1.73865776e+00 1.03340808e+00 0.00000000e+00)	2.03969729e+00	(5.23925747e-01 -4.92596990e-02 2.95008806e-17)
2.462255        	U               	(1.62237469e+00 -1.68316148e+00 -3.19122436e-18)	(8.62992866e-01 -7.29286009e-01 -7.82063597e-19)	(3.99645772e+00 4.76151864e-01 2.66480849e-18)	(1.73297253e+00 1.33115702e+00 1.87900999e-17)
2.462255        	p               	-5.79799213e+00	(1.74890103e+00 1.03340808e+00 0.00000000e+00)	2.06526621e+00	(5.34198027e-01 -4.92597252e-02 1.00959397e-17)
2.487309        	U               	(1.94110134e+00 -1.34288257e+00 -2.18465517e-18)	(2.90421683e+00 8.75567150e-01 7.98512576e-18)	(3.73289709e+00 3.58653846e-01 3.55909415e-18)	(1.72551284e+00 1.58478953e+00 0.00000000e+00)
2.487309        	p               	-5.75620403e+00	(1.75885365e+00 1.03340808e+00 1.44227852e-17)	2.09147325e+00	(5.44143861e-01 -4.92596864e-02 0.00000000e+00)
2.512191        	U               	(1.92673014e+00 -1.32520407e+00 -2.52871549e-18)	(2.91394079e+00 8.75567159e-01 -3.34951637e-17)	(3.91795173e+00 6.93832556e-01 3.12509667e-18)	(1.64820631e+00 1.32348858e+00 0.00000000e+00)
2.512191        	p               	-5.71355568e+00	(1.76851271e+00 1.03340808e+00 -1.44228021e-17)	2.11755193e+00	(6.30922913e-01 -4.62738864e-02 0.00000000e+00)
2.53694         	U               	(1.98269129e+00 -1.44851951e+00 -1.75945132e-18)	(3.26970218e+00 8.20538617e-01 3.88353795e-17)	(3.75015123e+00 8.11682311e-01 1.15217050e-18)	(1.53606396e+00 1.38772277e+00 2.48616719e-17)
2.53694         	p               	-5.67027512e+00	(1.77789389e+00 1.03340808e+00 -1.36406272e-17)	2.14702623e+00	(6.40305110e-01 -4.62738463e-02 -3.25805250e-17)
2.561527        	U               	(1.11142067e+00 -1.13061778e+00 -3.72144961e-18)	(3.05648165e+00 6.91464922e-01 0.00000000e+00)	(3.82238957e+00 7.40109873e-01 2.38459927e-18)	(1.67765367e+00 1.24528605e+00 -9.46770829e-18)
2.561527        	p               	-5.62655205e+00	(1.78699157e+00 1.03340808e+00 7.82175689e-19)	2.17652079e+00	(6.49415346e-01 -4.62738810e-02 -3.25847628e-17)
2.585986        	U               	(1.76659082e+00 -1.46184130e+00 -3.02223379e-18)	(3.21115447e+00 7.75935110e-01 -1.33047224e-17)	(3.81651927e+00 7.48580605e-01 2.86301756e-18)	(1.68648236e+00 1.24528604e+00 -2.99658978e-17)
2.585986        	p               	-5.58232931e+00	(1.79581890e+00 1.03340808e+00 -7.82175696e-19)	2.20637601e+00	(6.58244047e-01 -4.62738447e-02 2.14630270e-17)
2.61029         	U               	(1.29505323e+00 -1.00858969e+00 -1.41941539e-18)	(3.62599059e+00 5.08419227e-01 3.14368874e-17)	(3.72855064e+00 8.30484422e-01 1.96882111e-18)	(1.56267564e+00 1.38772277e+00 0.00000000e+00)
2.61029         	p               	-5.53766066e+00	(1.80437079e+00 1.03340808e+00 1.44228369e-17)	2.23594628e+00	(6.66807511e-01 -4.62738709e-02 0.00000000e+00)
2.634472        	U               	(1.59093704e+00 -1.40320762e+00 -2.55703437e-18)	(3.36487428e+00 7.03225984e-01 -6.47343426e-17)	(3.95498109e+00 3.22636863e-01 1.52183037e-18)	(1.90283220e+00 1.41263589e+00 2.50791428e-17)
2.634472        	p               	-5.49285085e+00	(1.81266006e+00 1.03340808e+00 1.44228411e-17)	2.26635503e+00	(6.75101389e-01 -4.62738448e-02 -2.14667365e-17)
2.658514        	U               	(1.72243968e+00 -1.13988923e+00 -1.56637472e-18)	(3.68906140e+00 6.83554279e-01 1.01255657e-17)	(3.64905408e+00 1.07976857e+00 9.49510290e-19)	(1.49518943e+00 1.28335076e+00 0.00000000e+00)
2.658514        	p               	-5.44740626e+00	(1.82068425e+00 1.03340808e+00 -1.36406795e-17)	2.29608631e+00	(6.83136440e-01 -4.62738685e-02 -2.06875810e-17)
2.682437        	U               	(1.72538696e+00 -1.48560826e+00 -1.59703461e-18)	(3.24412395e+00 7.75935120e-01 -2.89283224e-17)	(3.63048382e+00 5.77359152e-01 1.92894193e-18)	(1.67127541e+00 1.57596829e+00 1.44620353e-17)
2.682437        	p               	-5.40159808e+00	(1.82845221e+00 1.03340808e+00 -1.28585100e-17)	2.32603024e+00	(6.90907532e-01 -4.62738482e-02 -2.14700129e-17)
2.706233        	U               	(1.00470714e+00 -1.30157199e+00 -2.37817115e-18)	(8.05030524e-01 -4.93380222e-01 0.00000000e+00)	(3.79789495e+00 4.87642817e-01 2.32274749e-18)	(1.80945787e+00 1.49714263e+00 2.29083149e-17)
2.706233        	p               	-5.35173314e+00	(1.83596437e+00 1.03340809e+00 1.44228748e-17)	2.35567543e+00	(6.98430510e-01 -4.62738694e-02 3.25994003e-17)
2.729916        	U               	(1.44432715e+00 -1.60638610e+00 -2.85760054e-18)	(9.02835417e-01 -6.54573876e-01 3.25907306e-17)	(3.90330670e+00 5.91633432e-01 1.69202476e-18)	(1.82755933e+00 1.33115700e+00 0.00000000e+00)
2.729916        	p               	-5.30784705e+00	(1.84322692e+00 1.03340809e+00 1.36407050e-17)	2.38570595e+00	(7.05696395e-01 -4.62738495e-02 4.29466065e-17)
2.753459        	U               	(1.68833024e+00 -1.70028873e+00 -2.47859068e-18)	(9.64413379e-01 -7.29285985e-01 -2.15086543e-17)	(3.69383932e+00 4.62723782e-01 1.34614100e-18)	(1.81772546e+00 1.58478952e+00 0.00000000e+00)
2.753459        	p               	-5.26223342e+00	(1.85023472e+00 1.03340809e+00 -1.44228933e-17)	2.41543557e+00	(7.12714825e-01 -4.62738690e-02 0.00000000e+00)
2.776848        	U               	(1.32571563e+00 -1.34491365e+00 -1.01490920e-18)	(3.54591795e+00 6.14253637e-01 4.60651834e-17)	(3.85981915e+00 5.68614177e-01 3.20205185e-18)	(1.83625166e+00 1.41263592e+00 -7.82427232e-18)
2.776848        	p               	-5.21649141e+00	(1.85698620e+00 1.03340809e+00 -1.36407255e-17)	2.44502240e+00	(7.19471814e-01 -4.62738550e-02 0.00000000e+00)
